# event_dt: 2020-01-02T120000Z
# instr_id: i4
# tag_abbr:
#     - e2
#     - b2
#     - day
Rel. Time;Date;Time;Altitude (gpm);Wind Direction (°);Wind Velocity (m/s);Pressure (hPa);Temperature (°C);Humidity (%);Dewpoint (°C);Ozone (nbar);Ozone normalized (nbar);Pump Temperature (K);I ECC cells (uA);Level Flag;LAT (°);LON (°);ALT (m);STA;SAT;HDOP (m);VDOP (m);GPS Jamming;Battery Voltage (v);Transmitter Voltage (V);FSM state;Error Flag;DIST (m);ALD (m);AZI (°);ELE (°);CR (m/s);U_ref;T_REF (°C);T_A3 (°C);T_10 (°C);V-Corr (°C);T_CH (°C);T_HY50 (°C);DP_HY50 (°C);RH_HY50 (%);RH_MAX (%);RH_HY50_OUTS;TAU_INC;TAU_DEC;RH_HY50_K_LIM;DP_HY50_K
1943;19.11.19;11:28:17.0;12467.8926;11.8501;4.12277;175.62353;-60.04293;1.60995;-88.30911;;;;;;46.834473;6.998976;12490.89756;5112.0;12.0;0.51;7.3;54.43201;2684.57831;1106.32273;7.0;0.0;5247.90644;13097.23787;58.74431;66.379;5.2086;46283.1;14.15266;-59.5308;;-0.51214;-58.75375;-55.98943;-88.21345;0.0;55.7157;1.60995;182.8589;101.14218;;-88.30911
1944;19.11.19;11:28:18.0;12472.87118;11.90937;4.06117;175.48342;-60.02739;1.61441;-88.27887;;;;;;46.834437;6.998955;12495.89513;5112.0;12.0;0.51;7.3;53.7981;2684.49891;1106.28306;7.0;0.0;5244.49473;13100.50478;58.77223;66.40089;4.93029;46283.27709;14.14181;-59.5151;;-0.51228;-58.48985;-55.92559;-88.19346;0.0;55.72413;1.61441;182.68186;101.14819;;-88.27887
1945;19.11.19;11:28:19.0;12477.96029;11.96864;3.99956;175.34033;-60.01184;1.61879;-88.24862;;;;;;46.834413;6.998924;12501.00364;5112.0;12.0;0.51;7.3;53.16418;2684.41952;1106.2434;7.0;0.0;5241.14527;13103.77925;58.78428;66.42393;5.00195;46283.20055;14.13875;-59.49941;;-0.51243;-58.54616;-55.92859;-88.1801;0.0;55.73256;1.61879;182.50483;101.1542;;-88.24862
1946;19.11.19;11:28:20.0;12483.04939;12.20065;3.91843;175.19735;-59.9963;1.62361;-88.21837;;;;;;46.834397;6.998885;12506.11215;5112.0;12.0;0.51;7.3;52.53027;2684.34012;1106.20373;7.0;0.0;5237.65031;13107.05372;58.78387;66.44696;5.07361;46283.25546;14.13342;-59.48372;;-0.51258;-58.19615;-56.00912;-88.17598;0.0;55.74099;1.62361;182.32779;101.1602;;-88.21837
1947;19.11.19;11:28:21.0;12487.64456;12.54126;3.82501;175.06834;-60.09021;1.62876;-88.21105;;;;;;46.834385;6.998839;12510.72485;5112.0;12.0;0.51;7.3;51.89635;2684.26072;1106.16406;7.0;0.0;5233.91978;13109.82675;58.77827;66.46962;4.61954;46283.27853;14.12772;-59.57749;;-0.51272;-57.65146;-56.08966;-88.17299;0.0;55.6906;1.62876;183.42629;101.1103;;-88.21105
1948;19.11.19;11:28:22.0;12492.21821;12.88186;3.73159;174.94003;-60.01254;1.63306;-88.22319;;;;;;46.83437;6.998792;12515.31597;5112.0;12.0;0.51;7.3;51.26244;2684.18132;1106.1244;7.0;0.0;5230.03026;13112.49866;58.77268;66.49307;4.59111;46283.08485;14.12396;-59.49967;;-0.51287;-58.15541;-56.03913;-88.17312;0.0;55.73243;1.63306;182.50868;101.15549;;-88.22319
1949;19.11.19;11:28:23.0;12497.34175;13.27576;3.6437;174.79634;-60.2102;1.63465;-88.29239;;;;;;46.834351;6.998751;12520.45907;5112.0;12.0;0.51;7.3;50.62853;2684.10192;1106.08473;7.0;0.0;5226.3156;13115.73895;58.77381;66.51686;5.12181;46282.6503;14.12375;-59.69719;;-0.51301;-58.92058;-55.98657;-88.17647;0.0;55.62636;1.63465;184.57291;101.16328;;-88.29239
1950;19.11.19;11:28:24.0;12502.56798;13.70474;3.55944;174.64985;-60.24323;1.63147;-88.34135;;;;;;46.834329;6.998722;12525.70526;5112.0;12.0;0.51;7.3;49.99461;2684.02252;1106.04506;7.0;0.0;5223.11223;13119.27829;58.78503;66.53879;5.24536;46282.35546;14.12062;-59.73008;;-0.51315;-57.74514;-56.04993;-88.18237;0.0;55.60873;1.63147;184.88771;101.17649;;-88.34135
1951;19.11.19;11:28:25.0;12508.17029;14.28688;3.48608;174.49295;-60.20486;1.62186;-88.35837;;;;;;46.834302;6.998705;12531.32899;5112.0;12.0;0.51;7.3;49.3607;2683.94312;1106.00539;7.0;0.0;5220.46476;13123.38766;58.80539;66.55913;5.62373;46282.11846;14.1086;-59.69158;;-0.51328;-57.21641;-56.04947;-88.18951;0.0;55.62944;1.62186;184.5347;101.15027;;-88.35837
1952;19.11.19;11:28:26.0;12514.15637;14.9682;3.41976;174.32556;-59.98737;1.60621;-88.29525;;;;;;46.834271;6.998698;12537.33797;5112.0;12.0;0.51;7.3;48.72678;2683.86373;1106.0;7.0;0.0;5218.59862;13128.139;58.83685;66.57724;6.00257;46282.15429;14.09544;-59.47396;;-0.51341;-57.8483;-55.94266;-88.19784;0.0;55.74635;1.60621;182.5063;101.02516;;-88.29525
1953;19.11.19;11:28:27.0;12519.52133;15.64951;3.35344;174.17582;-59.83665;1.58695;-88.24689;;;;;;46.834239;6.998702;12542.72346;5112.0;12.0;0.51;7.3;48.09287;2683.78433;1106.0;7.0;0.0;5217.09058;13132.57967;58.87319;66.59163;5.85797;46282.37726;14.08258;-59.32311;;-0.51354;-58.34819;-56.08287;-88.20723;0.0;55.82743;1.58695;181.15301;100.91079;;-88.24689
1954;19.11.19;11:28:28.0;12524.23538;16.60823;3.29762;174.04444;-59.76659;1.5679;-88.23825;;;;;;46.834206;6.998712;12547.45556;5112.0;12.0;0.51;7.3;47.45895;2683.70493;1106.0;7.0;0.0;5215.58255;13136.52282;58.90954;66.60385;5.53657;46282.49923;14.06926;-59.25292;;-0.51367;-58.38533;-56.18668;-88.21536;0.0;55.86525;1.5679;180.63687;100.79604;;-88.23825
1955;19.11.19;11:28:29.0;12528.94943;17.75499;3.2489;173.91317;-59.69742;1.5493;-88.24598;;;;;;46.834173;6.998728;12552.18766;5112.0;12.0;0.51;7.3;47.12977;2683.62553;1106.0;7.0;0.0;5214.63757;13140.46597;58.95082;66.61608;5.21517;46282.31902;14.06917;-59.18362;;-0.5138;-58.37383;-56.15904;-88.22102;0.0;55.90263;1.5493;180.12477;100.6797;;-88.24598
1956;19.11.19;11:28:30.0;12533.66347;19.17688;3.20612;173.782;-59.62944;1.53221;-88.2557;;;;;;46.834139;6.998749;12556.91975;5112.0;12.0;0.51;7.3;47.59995;2683.54613;1106.0;7.0;0.0;5214.06331;13144.40912;58.99535;66.6283;4.89376;46282.55865;14.05148;-59.1155;;-0.51393;-58.39739;-56.11489;-88.2263;0.0;55.93939;1.53221;179.62086;100.56466;;-88.2557
1957;19.11.19;11:28:31.0;12538.79388;20.78295;3.16731;173.63942;-59.50184;1.51925;-88.24713;;;;;;46.834104;6.998774;12562.06982;5112.0;12.0;0.51;7.3;48.07014;2683.46673;1106.0;7.0;0.0;5213.66232;13148.8767;59.04242;66.63983;5.15007;46282.942;14.02817;-58.98777;;-0.51406;-58.40467;-56.07075;-88.23117;0.0;56.00841;1.51925;178.6688;100.34089;;-88.24713
1958;19.11.19;11:28:32.0;12544.69406;22.62661;3.13063;173.47569;-59.4621;1.50891;-88.25962;;;;;;46.83407;6.998799;12567.99262;5112.0;12.0;0.51;7.3;48.54032;2683.38733;1106.0;7.0;0.0;5213.32455;13154.17157;59.08862;66.6515;5.89325;46283.16387;14.01913;-58.9479;;-0.51421;-57.4971;-56.09737;-88.23627;0.0;56.02998;1.50891;178.37106;100.26964;;-88.25962
1959;19.11.19;11:28:33.0;12551.6499;24.62734;3.09536;173.28288;-59.46761;1.49998;-88.28148;;;;;;46.83404;6.998816;12574.97515;5112.0;12.0;0.51;7.3;49.0105;2683.30793;1106.0;7.0;0.0;5212.72682;13160.23355;59.12739;66.66707;6.59577;46283.1;14.01124;-58.95322;;-0.51439;-57.14776;-56.084;-88.24271;0.0;56.0271;1.49998;178.41236;100.27956;;-88.28148
1960;19.11.19;11:28:34.0;12559.32422;26.7512;3.04667;173.07041;-59.47312;1.49395;-88.30333;;;;;;46.834014;6.998823;12582.67893;5112.0;12.0;0.51;7.3;49.48068;2683.22854;1106.0;7.0;0.0;5211.34423;13166.78381;59.15605;66.68563;7.33642;46282.98089;14.00298;-58.95854;;-0.51457;-57.01518;-56.1051;-88.25188;0.0;56.02422;1.49395;178.45366;100.28947;;-88.30333
1961;19.11.19;11:28:35.0;12567.0918;28.95544;2.98921;172.85562;-59.46578;1.48857;-88.32098;;;;;;46.833988;6.998815;12590.47633;5112.0;12.0;0.51;7.3;49.95087;2683.14914;1106.0;7.0;0.0;5209.51287;13173.27357;59.18005;66.70584;7.79611;46283.12906;13.99013;-58.95102;;-0.51475;-57.76757;-56.1262;-88.26181;0.0;56.02829;1.48857;178.39861;100.27624;;-88.32098
1962;19.11.19;11:28:36.0;12574.7176;31.15967;2.93175;172.64502;-59.45455;1.48433;-88.32969;;;;;;46.833967;6.998789;12598.13145;5112.0;12.0;0.51;7.3;50.42105;2683.06974;1106.0;7.0;0.0;5206.38496;13179.09826;59.1905;66.7312;7.77215;46283.5474;13.96334;-58.93962;;-0.51493;-58.24072;-56.14864;-88.27306;0.0;56.03446;1.48433;178.31439;100.256;;-88.32969
1963;19.11.19;11:28:37.0;12582.10033;33.36391;2.8743;172.44138;-59.46132;1.48044;-88.33404;;;;;;46.833947;6.998743;12605.54256;5112.0;12.0;0.51;7.3;50.89123;2682.99034;1106.0;7.0;0.0;5202.38909;13184.29272;59.1919;66.76025;7.53258;46283.59826;13.95177;-58.94621;;-0.51511;-58.25308;-56.22407;-88.28493;0.0;56.03089;1.48044;178.36519;100.26823;;-88.33404
1964;19.11.19;11:28:38.0;12588.91742;35.56815;2.81684;172.25355;-59.4289;1.47716;-88.34505;;;;;;46.833929;6.998678;12612.38588;5112.0;12.0;0.51;7.3;51.36141;2682.91094;1106.0;7.0;0.0;5197.35944;13188.58222;59.18494;66.79223;7.12679;46283.39039;13.9468;-58.91361;;-0.51529;-58.02725;-56.22104;-88.29788;0.0;56.04854;1.47716;178.12152;100.20914;;-88.34505
1965;19.11.19;11:28:39.0;12595.1528;37.54156;2.70215;172.08192;-59.38868;1.47418;-88.35824;;;;;;46.83391;6.9986;12618.64527;5112.0;12.0;0.51;7.3;51.8316;2682.83154;1106.0;7.0;0.0;5191.1969;13191.94108;59.1712;66.82722;6.55006;46283.27987;13.93705;-58.87322;;-0.51547;-58.1146;-56.21862;-88.31001;0.0;56.0704;1.47418;177.81927;100.13581;;-88.35824
1966;19.11.19;11:28:40.0;12602.17218;39.40383;2.5599;171.88892;-59.5587;1.47159;-88.4019;;;;;;46.833886;6.998518;12625.69169;5112.0;12.0;0.51;7.3;52.30178;2682.75214;1106.0;7.0;0.0;5185.23228;13196.11403;59.16587;66.86266;6.663;46283.11516;13.93069;-59.04305;;-0.51565;-58.08547;-56.23477;-88.32057;0.0;55.97853;1.47159;179.09356;100.44121;;-88.4019
1967;19.11.19;11:28:41.0;12609.98821;41.2661;2.41766;171.67427;-59.43603;1.46896;-88.39194;;;;;;46.83386;6.998439;12633.53785;5112.0;12.0;0.51;7.3;52.77196;2682.67275;1106.0;7.0;0.0;5179.58926;13201.11422;59.16659;66.89856;7.47672;46282.9;13.92093;-58.92019;;-0.51584;-58.28596;-56.25361;-88.33068;0.0;56.04497;1.46896;178.17534;100.22244;;-88.39194
1968;19.11.19;11:28:42.0;12618.18448;43.12837;2.27541;171.44948;-59.43938;1.46647;-88.39263;;;;;;46.833834;6.998375;12641.76572;5112.0;12.0;0.51;7.3;52.87713;2682.59335;1106.0;7.0;0.0;5173.94625;13206.4698;59.16731;66.93509;8.22787;46282.9;13.90355;-58.92334;;-0.51604;-58.15729;-56.30505;-88.34025;0.0;56.04326;1.46647;178.20052;100.22852;;-88.39263
1969;19.11.19;11:28:43.0;12626.46622;44.89875;2.09189;171.22266;-59.44273;1.46449;-88.39332;;;;;;46.833807;6.99833;12650.07943;5112.0;12.0;0.51;7.3;52.63854;2682.51395;1106.0;7.0;0.0;5168.30323;13211.97264;59.16803;66.9711;8.3182;46282.9;13.889;-58.9265;;-0.51623;-58.31988;-56.3162;-88.34838;0.0;56.04155;1.46449;178.2257;100.23459;;-88.39332
1970;19.11.19;11:28:44.0;12634.97892;46.6667;1.87046;170.98981;-59.44609;1.46346;-88.39401;;;;;;46.833785;6.998298;12658.625;5112.0;12.0;0.51;7.3;52.39995;2682.43455;1106.0;7.0;0.0;5164.34632;13218.27425;59.1737;67.00155;8.54557;46282.97663;13.87632;-58.92966;;-0.51643;-58.35945;-56.24761;-88.35624;0.0;56.03985;1.46346;178.25088;100.24067;;-88.39401
1971;19.11.19;11:28:45.0;12643.4975;48.60164;1.62795;170.75712;-59.44944;1.46409;-88.3947;;;;;;46.833772;6.998277;12667.17651;5112.0;12.0;0.51;7.3;52.16136;2682.35515;1106.0;7.0;0.0;5162.70932;13225.46241;59.18135;67.02301;8.71243;46283.17348;13.86109;-58.93282;;-0.51663;-58.39902;-56.27208;-88.36532;0.0;56.03814;1.46409;178.27606;100.24675;;-88.3947
1972;19.11.19;11:28:46.0;12651.72807;50.93087;1.36744;170.5326;-59.4528;1.46691;-88.39539;;;;;;46.833762;6.998265;12675.43891;5112.0;12.0;0.51;7.3;51.92278;2682.27575;1106.0;7.0;0.0;5161.70637;13232.67833;59.18853;67.04097;8.39794;46283.30199;13.85098;-58.93597;;-0.51682;-58.36463;-56.25689;-88.37543;0.0;56.03643;1.46691;178.30124;100.25282;;-88.39539
1973;19.11.19;11:28:47.0;12659.3001;54.08254;1.09433;170.32629;-59.45615;1.47325;-88.39608;;;;;;46.833753;6.998258;12683.04024;5112.0;12.0;0.51;7.3;51.68419;2682.19635;1106.0;7.0;0.0;5160.70342;13239.28655;59.1957;67.0578;7.61046;46283.62196;13.83414;-58.93913;;-0.51702;-58.27795;-56.28556;-88.38499;0.0;56.03472;1.47325;178.32642;100.2589;;-88.39608
1974;19.11.19;11:28:48.0;12666.04617;59.11231;0.81504;170.14264;-59.58834;1.48269;-88.41705;;;;;;46.833743;6.998259;12689.81243;5112.0;12.0;0.51;7.3;51.4456;2682.11695;1106.0;7.0;0.0;5159.70047;13245.16848;59.20288;67.07285;6.77672;46283.8;13.81998;-59.07112;;-0.51722;-58.26328;-56.34663;-88.3921;0.0;55.96336;1.48269;179.31482;100.49336;;-88.41705
1975;19.11.19;11:28:49.0;12672.64423;69.30394;0.54118;169.96312;-59.68358;1.49213;-88.44072;;;;;;46.833736;6.998269;12696.43605;5112.0;12.0;0.51;7.3;51.20701;2682.03756;1106.0;7.0;0.0;5159.69481;13251.25127;59.21305;67.08419;6.62362;46283.74196;13.82029;-59.16617;;-0.51741;-58.27111;-56.40769;-88.39922;0.0;55.91204;1.49213;180.02261;100.6568;;-88.44072
1976;19.11.19;11:28:50.0;12679.60555;49.17629;0.39958;169.77383;-59.77683;1.50157;-88.46438;;;;;;46.833734;6.998288;12703.42436;5112.0;12.0;0.51;7.3;50.96843;2681.91607;1106.0;7.0;0.0;5160.80557;13258.11562;59.22377;67.09158;6.98291;46283.45393;13.82255;-59.25922;;-0.51761;-58.47277;-56.44475;-88.40633;0.0;55.86187;1.50157;180.71111;100.81135;;-88.46438
1977;19.11.19;11:28:51.0;12687.17634;12.34012;0.32405;169.56814;-59.85315;1.51101;-88.4872;;;;;;46.833738;6.998313;12711.02452;5112.0;12.0;0.51;7.3;50.72984;2681.75681;1106.0;7.0;0.0;5162.63394;13265.81009;59.23011;67.09727;7.60016;46283.06278;13.82377;-59.33535;;-0.5178;-58.68728;-56.46716;-88.41344;0.0;55.82083;1.51101;181.2744;100.93755;;-88.4872
1978;19.11.19;11:28:52.0;12695.33122;132.89341;0.4514;169.3468;-59.87708;1.52005;-88.49617;;;;;;46.833748;6.998334;12719.21105;5112.0;12.0;0.51;7.3;50.49125;2681.59755;1106.0;7.0;0.0;5164.6121;13274.11639;59.22841;67.1032;8.17748;46282.9;13.82017;-59.35909;;-0.51799;-58.79552;-56.40758;-88.41502;0.0;55.80805;1.52005;181.45007;100.97598;;-88.49617
1979;19.11.19;11:28:53.0;12704.04787;205.80038;0.69755;169.11052;-59.88793;1.52775;-88.48015;;;;;;46.833762;6.998348;12727.96155;5112.0;12.0;0.51;7.3;50.25266;2681.43829;1106.0;7.0;0.0;5166.34231;13282.84448;59.21936;67.11108;8.7505;46282.75607;13.81061;-59.36974;;-0.51819;-58.83741;-56.37047;-88.40573;0.0;55.80231;1.52775;181.52964;100.99332;;-88.48015
1980;19.11.19;11:28:54.0;12712.68893;212.18259;0.95001;168.8766;-59.88526;1.53329;-88.46642;;;;;;46.833777;6.998353;12736.63619;5112.0;12.0;0.51;7.3;50.01408;2681.27903;1106.0;7.0;0.0;5167.51474;13291.30009;59.20554;67.12089;8.67483;46282.78756;13.80105;-59.36688;;-0.51839;-58.79916;-56.37273;-88.39192;0.0;55.80386;1.53329;181.51009;100.98907;;-88.46642
1981;19.11.19;11:28:55.0;12720.80776;216.00482;1.19484;168.65709;-59.96962;1.53612;-88.46642;;;;;;46.833793;6.998351;12744.7866;5112.0;12.0;0.51;7.3;49.77549;2681.11976;1106.0;7.0;0.0;5168.28739;13299.12508;59.18837;67.13132;8.15717;46282.89715;13.79397;-59.45103;;-0.51859;-58.88527;-56.38228;-88.37516;0.0;55.75858;1.53612;182.28542;101.04445;;-88.46642
1982;19.11.19;11:28:56.0;12728.8999;218.80341;1.42877;168.43858;-59.88802;1.53552;-88.46021;;;;;;46.833812;6.998348;12752.91024;5112.0;12.0;0.51;7.3;49.5369;2680.9605;1106.0;7.0;0.0;5169.18323;13306.94928;59.16638;67.14145;8.12364;46282.73575;13.78736;-59.36923;;-0.51879;-58.95234;-56.30833;-88.35825;0.0;55.8026;1.53552;181.55801;100.97939;;-88.46021
1983;19.11.19;11:28:57.0;12736.54825;221.09149;1.6507;168.23233;-59.87295;1.53076;-88.46254;;;;;;46.833834;6.998345;12760.58836;5112.0;12.0;0.51;7.3;49.29831;2680.80124;1106.0;7.0;0.0;5170.18661;13314.42965;59.14246;67.15015;7.68167;46282.68478;13.78359;-59.35396;;-0.51899;-58.93724;-56.15998;-88.34419;0.0;55.81081;1.53076;181.41976;100.96938;;-88.46254
1984;19.11.19;11:28:58.0;12743.45859;223.11357;1.86079;168.04622;-59.89755;1.52254;-88.46501;;;;;;46.833858;6.998345;12767.52564;5112.0;12.0;0.51;7.3;49.05973;2680.64198;1106.0;7.0;0.0;5171.57412;13321.35135;59.11673;67.15634;6.93727;46283.08666;13.75734;-59.37836;;-0.51919;-58.77935;-56.10137;-88.33852;0.0;55.7977;1.52254;181.59838;101.00652;;-88.46501
1985;19.11.19;11:28:59.0;12749.81269;224.97985;2.06026;167.87536;-59.68179;1.51176;-88.38506;;;;;;46.833883;6.998349;12773.90451;5112.0;12.0;0.51;7.3;48.82114;2680.48272;1106.0;7.0;0.0;5173.30664;13327.9178;59.09186;67.15997;6.38252;46283.33633;13.74106;-59.16244;;-0.51935;-58.69278;-56.12944;-88.34359;0.0;55.91418;1.51176;180.00168;100.6444;;-88.38506
1986;19.11.19;11:29:00.0;12756.17695;226.69719;2.24762;167.70452;-59.53158;1.50004;-88.34274;;;;;;46.833907;6.998365;12780.29359;5112.0;12.0;0.51;7.3;48.58255;2680.32346;1106.0;7.0;0.0;5175.69688;13334.70375;59.07382;67.16146;6.3858;46283.44637;13.72968;-59.01206;;-0.51951;-58.61799;-56.1524;-88.35617;0.0;55.99529;1.50004;178.89075;100.39313;;-88.34274
1987;19.11.19;11:29:01.0;12763.35604;228.36556;2.4309;167.51204;-59.59958;1.48842;-88.42568;;;;;;46.833925;6.998387;12787.5007;5112.0;12.0;0.51;7.3;48.34396;2680.1642;1106.0;7.0;0.0;5178.16114;13342.32623;59.06357;67.16348;7.20711;46283.29736;13.72431;-59.07986;;-0.51971;-58.55401;-56.20446;-88.37892;0.0;55.95866;1.48842;179.39692;100.51089;;-88.42568
1988;19.11.19;11:29:02.0;12771.67213;229.80553;2.60386;167.28936;-59.66757;1.47671;-88.50862;;;;;;46.83394;6.998417;12795.84928;5112.0;12.0;0.51;7.3;48.10538;2680.00494;1106.0;7.0;0.0;5180.93473;13351.14657;59.0614;67.16591;7.92079;46283.29051;13.71677;-59.14767;;-0.51991;-58.53399;-56.37675;-88.40891;0.0;55.92204;1.47671;179.9031;100.62864;;-88.50862
1989;19.11.19;11:29:03.0;12780.51901;231.13852;2.772;167.0528;-59.65761;1.46425;-88.54619;;;;;;46.833951;6.998457;12804.73075;5112.0;12.0;0.51;7.3;47.86679;2680.0;1106.00508;7.0;0.0;5184.19791;13360.60901;59.06661;67.16768;8.31306;46283.66042;13.69396;-59.13749;;-0.52012;-58.54711;-56.46118;-88.43908;0.0;55.92756;1.46425;179.82758;100.60968;;-88.54619
1990;19.11.19;11:29:04.0;12789.3659;232.47151;2.94014;166.81657;-59.55974;1.45082;-88.53257;;;;;;46.833961;6.9985;12813.61222;5112.0;12.0;0.51;7.3;47.6282;2680.0;1106.08441;7.0;0.0;5187.61043;13370.07145;59.07442;67.16945;8.70534;46283.79696;13.67657;-59.03939;;-0.52035;-58.58347;-56.52852;-88.46529;0.0;55.9806;1.45082;179.09613;100.43654;;-88.53257
1991;19.11.19;11:29:05.0;12798.58657;233.38452;3.09917;166.57079;-59.46186;1.43714;-88.51896;;;;;;46.833974;6.998543;12822.86897;5112.0;12.0;0.51;7.3;47.38961;2680.0;1106.16374;7.0;0.0;5191.11733;13379.92914;59.07917;67.17134;9.25675;46283.36265;13.6795;-58.94129;;-0.52057;-58.55408;-56.59586;-88.48899;0.0;56.03363;1.43714;178.36467;100.2634;;-88.51896
1992;19.11.19;11:29:06.0;12807.66744;234.09069;3.25372;166.3292;-59.36398;1.42488;-88.50535;;;;;;46.833991;6.99858;12831.9854;5112.0;12.0;0.51;7.3;47.15103;2680.0;1106.24308;7.0;0.0;5194.4714;13389.6398;59.07703;67.17318;9.1175;46282.96891;13.6794;-58.84318;;-0.5208;-58.41602;-56.59803;-88.50152;0.0;56.08666;1.42488;177.63321;100.09026;;-88.50535
1993;19.11.19;11:29:07.0;12815.88938;234.79686;3.40827;166.11084;-59.29974;1.4156;-88.49371;;;;;;46.834009;6.998614;12840.23957;5112.0;12.0;0.51;7.3;46.41115;2680.0;1106.32241;7.0;0.0;5197.72994;13398.51451;59.07239;67.174;8.25417;46282.80865;13.67294;-58.77877;;-0.52096;-58.26719;-56.54927;-88.49878;0.0;56.12157;1.4156;177.14766;99.96964;;-88.49371
1994;19.11.19;11:29:08.0;12822.02116;235.07923;3.55503;165.94824;-59.25342;1.40998;-88.48703;;;;;;46.834028;6.998648;12846.3954;5112.0;12.0;0.51;7.3043;44.80666;2680.0;1106.40175;7.0;0.0;5201.06942;13405.53582;59.06802;67.17053;7.4301;46282.75202;13.66285;-58.73229;;-0.52113;-58.20603;-56.63228;-88.4822;0.0;56.14677;1.40998;176.79759;99.88272;;-88.48703
1995;19.11.19;11:29:09.0;12826.89765;235.1423;3.69776;165.81908;-59.25717;1.40769;-88.4851;;;;;;46.834045;6.998684;12851.29103;5112.0;12.0;0.51;7.31226;43.20217;2680.0;1106.48108;7.0;0.0;5204.38548;13411.45443;59.06507;67.16438;6.69611;46282.91357;13.65114;-58.73589;;-0.52128;-58.28479;-56.56631;-88.4478;0.0;56.14483;1.40769;176.82552;99.88916;;-88.4851
1996;19.11.19;11:29:10.0;12831.77414;234.88238;3.83372;165.69003;-59.1994;1.40771;-88.43968;;;;;;46.834062;6.998719;12856.18666;5112.0;12.0;0.51;7.32023;41.59767;2680.0;1106.56041;7.0;0.0;5207.67094;13417.37305;59.06278;67.15823;5.96212;46282.88856;13.6448;-58.67799;;-0.52141;-58.17318;-56.45546;-88.39638;0.0;56.17626;1.40771;176.38588;99.77671;;-88.43968
1997;19.11.19;11:29:11.0;12836.65062;234.45756;3.96623;165.56107;-59.14163;1.40875;-88.39427;;;;;;46.834075;6.998766;12861.08228;5112.0;12.0;0.51;7.32819;39.99318;2680.0;1106.63975;7.0;0.0;5211.7208;13423.29166;59.07165;67.15208;5.22812;46282.64889;13.64387;-58.62009;;-0.52154;-58.01304;-56.34461;-88.34165;0.0;56.2077;1.40875;175.94623;99.66425;;-88.39427
1998;19.11.19;11:29:12.0;12841.62053;233.83721;4.0938;165.42982;-59.08385;1.40942;-88.34885;;;;;;46.834085;6.998827;12866.07171;5112.0;12.0;0.51;7.33615;38.38869;2680.0;1106.71908;7.0;0.0;5216.14717;13429.53346;59.086;67.1437;4.9271;46282.86387;13.63297;-58.56219;;-0.52166;-58.0413;-56.21415;-88.28039;0.0;56.23913;1.40942;175.50659;99.5518;;-88.34885
1999;19.11.19;11:29:13.0;12846.66781;233.02276;4.21588;165.29669;-58.95687;1.4085;-88.27894;;;;;;46.834091;6.998895;12871.13883;5112.0;12.0;0.51;7.34412;36.7842;2680.0;1106.79841;7.0;0.0;5220.80743;13436.04291;59.10752;67.13349;4.98465;46283.04647;13.61586;-58.43508;;-0.52179;-57.96584;-56.07581;-88.20508;0.0;56.30825;1.4085;174.53418;99.29632;;-88.27894
2000;19.11.19;11:29:14.0;12851.71509;232.10051;4.33336;165.16368;-58.84157;1.4042;-88.21293;;;;;;46.834095;6.998966;12876.20594;5112.0;12.0;0.51;7.35208;35.1797;2680.0;1106.87775;7.0;0.0;5225.70523;13442.55235;59.13369;67.12327;5.0422;46283.20755;13.60285;-58.31965;;-0.52191;-57.88539;-55.93886;-88.12299;0.0;56.3711;1.4042;173.64702;99.05853;;-88.21293
2001;19.11.19;11:29:15.0;12856.85256;231.12931;4.44627;165.02846;-58.80217;1.3967;-88.19018;;;;;;46.834102;6.999035;12881.36361;5112.0;12.0;0.51;7.36004;33.57521;2679.94478;1106.95708;7.0;0.0;5230.57645;13449.16701;59.15641;67.113;5.15642;46283.25826;13.58962;-58.28013;;-0.52204;-57.7362;-55.8464;-88.03585;0.0;56.39264;1.3967;173.34282;98.97573;;-88.19018
2002;19.11.19;11:29:16.0;12862.11322;230.20211;4.55259;164.89024;-58.65705;1.38764;-88.07631;;;;;;46.834118;6.999099;12886.64497;5112.0;12.0;0.51;7.368;31.97072;2679.78612;1106.96354;7.0;0.0;5235.45431;13455.92797;59.16591;67.10263;5.28061;46282.98571;13.58242;-58.13489;;-0.52217;-57.62639;-55.7686;-87.9468;0.0;56.47198;1.38764;172.21397;98.65858;;-88.07631
2003;19.11.19;11:29:17.0;12867.86582;229.30317;4.65628;164.73948;-58.14791;1.37634;-87.8602;;;;;;46.834138;6.999155;12892.42022;5112.0;12.0;0.51;7.37597;30.36623;2679.62745;1106.88411;7.0;0.0;5240.35942;13463.15933;59.16973;67.09294;5.54889;46282.73666;13.58056;-57.62559;;-0.52232;-57.40588;-55.68105;-87.85296;0.0;56.75086;1.37634;168.22048;97.49601;;-87.8602
2004;19.11.19;11:29:18.0;12874.00162;228.53822;4.75385;164.57898;-57.97976;1.3668;-87.72656;;;;;;46.834168;6.999202;12898.58018;5112.0;12.0;0.51;7.38393;28.76173;2679.46878;1106.80467;7.0;0.0;5245.24212;13470.74741;59.1586;67.08388;5.96346;46282.84547;13.56829;-57.45729;;-0.52247;-57.18072;-55.50875;-87.7555;0.0;56.84346;1.3668;166.88313;97.0822;;-87.72656
