# event_dt: 2020-01-02T120000Z
# instr_id: i4
# tag_abbr:
#     - e2
#     - b2
#     - day
Rel. Time;Date;Time;Altitude (gpm);Wind Direction (°);Wind Velocity (m/s);Pressure (hPa);Temperature (°C);Humidity (%);Dewpoint (°C);Ozone (nbar);Ozone normalized (nbar);Pump Temperature (K);I ECC cells (uA);Level Flag;LAT (°);LON (°);ALT (m);STA;SAT;HDOP (m);VDOP (m);GPS Jamming;Battery Voltage (v);Transmitter Voltage (V);FSM state;Error Flag;DIST (m);ALD (m);AZI (°);ELE (°);CR (m/s);U_ref;T_REF (°C);T_A3 (°C);T_10 (°C);V-Corr (°C);T_CH (°C);T_HY50 (°C);DP_HY50 (°C);RH_HY50 (%);RH_MAX (%);RH_HY50_OUTS;TAU_INC;TAU_DEC;RH_HY50_K_LIM;DP_HY50_K
2005;19.11.19;11:29:19.0;12880.54015;227.98055;4.84323;164.40826;-57.74335;1.36172;-87.58943;;;;;;46.83421;6.999245;12905.14447;5112.0;12.0;0.51;7.39189;27.15724;2679.31012;1106.72524;7.0;0.0;5250.47137;13478.81163;59.13251;67.07445;6.56429;46282.87246;13.55338;-57.22072;;-0.52262;-57.11273;-55.31602;-87.6565;0.0;56.97378;1.36172;164.99633;96.48916;;-87.58943
2006;19.11.19;11:29:20.0;12886.65874;227.65842;4.92416;164.24882;-57.67911;1.36286;-87.53027;;;;;;46.834261;6.999283;12911.28718;5112.0;12.0;0.51;7.39986;27.50091;2679.15145;1106.6458;7.0;0.0;5255.81999;13486.55535;59.09634;67.06366;6.14218;46282.81312;13.54668;-57.15633;;-0.52277;-57.04475;-55.11236;-87.56001;0.0;57.00934;1.36286;164.48054;96.32248;;-87.53027
2007;19.11.19;11:29:21.0;12892.04461;227.62065;4.99566;164.10865;-57.60526;1.3694;-87.46041;;;;;;46.834316;6.999316;12916.69429;5112.0;12.0;0.51;7.4;28.05625;2678.99278;1106.56637;7.0;0.0;5261.11864;13493.58609;59.05271;67.05203;5.40711;46282.94431;13.53441;-57.08231;;-0.52295;-56.98862;-54.91258;-87.47003;0.0;57.05023;1.3694;163.88709;96.12986;;-87.46041
2008;19.11.19;11:29:22.0;12897.82232;227.87301;5.05716;163.95842;-57.68495;1.3793;-87.4407;;;;;;46.834372;6.999343;12922.49479;5112.0;12.0;0.51;7.4;28.61158;2678.83411;1106.48693;7.0;0.0;5266.01259;13500.85006;59.00555;67.04236;5.8007;46283.12957;13.52243;-57.16179;;-0.52316;-56.75391;-54.76771;-87.39101;0.0;57.00632;1.3793;164.52735;96.3374;;-87.4407
2009;19.11.19;11:29:23.0;12904.54615;228.44748;5.10806;163.78371;-57.69098;1.38842;-87.44522;;;;;;46.834428;6.999366;12929.24517;5112.0;12.0;0.51;7.4;29.16692;2678.67545;1106.4075;7.0;0.0;5270.69553;13508.87813;58.95772;67.03538;6.74245;46283.3;13.51191;-57.16761;;-0.52337;-56.40056;-54.6761;-87.32726;0.0;57.0031;1.38842;164.57616;96.35383;;-87.44522
2010;19.11.19;11:29:24.0;12912.433;229.3361;5.14885;163.57898;-57.81637;1.3948;-87.43575;;;;;;46.834478;6.999387;12937.16317;5112.0;12.0;0.51;7.4;29.72225;2678.51678;1106.32806;7.0;0.0;5275.02091;13517.86716;58.91502;67.03149;7.91801;46283.27752;13.50276;-57.29279;;-0.52357;-56.19814;-54.58485;-87.27666;0.0;56.93402;1.3948;165.58118;96.67598;;-87.43575
2011;19.11.19;11:29:25.0;12921.4078;230.51887;5.17996;163.34639;-57.70276;1.39761;-87.39044;;;;;;46.834521;6.999411;12946.17345;5112.0;12.0;0.51;7.4;30.27759;2678.35811;1106.24863;7.0;0.0;5279.06589;13527.80137;58.8805;67.03001;8.76348;46283.28873;13.48906;-57.17898;;-0.52378;-55.99573;-54.63342;-87.23513;0.0;56.99683;1.39761;164.6704;96.38368;;-87.39044
2012;19.11.19;11:29:26.0;12930.76;231.97778;5.2023;163.10443;-57.54494;1.39495;-87.29474;;;;;;46.83456;6.999443;12955.56265;5112.0;12.0;0.51;7.4;30.83292;2678.19944;1106.1692;7.0;0.0;5283.31821;13538.10803;58.85446;67.02892;9.20105;46283.3141;13.47967;-57.02096;;-0.52399;-56.22642;-54.63881;-87.20751;0.0;57.08422;1.39495;163.39925;95.96657;;-87.29474
2013;19.11.19;11:29:27.0;12940.10582;233.66222;5.21693;162.86312;-57.40259;1.39127;-87.21009;;;;;;46.834594;6.999489;12964.94545;5112.0;12.0;0.51;7.4;31.38826;2678.04078;1106.08976;7.0;0.0;5288.30866;13548.64136;58.8389;67.02551;9.38308;46283.0;13.47713;-56.87839;;-0.52419;-56.53946;-54.64262;-87.18094;0.0;57.16309;1.39127;162.25148;95.58801;;-87.21009
2014;19.11.19;11:29:28.0;12949.47906;235.52799;5.22458;162.62164;-57.30471;1.38651;-87.15722;;;;;;46.834629;6.999541;12974.35583;5112.0;12.0;0.51;7.4;31.94359;2678.0;1106.01033;7.0;0.0;5293.7291;13559.48319;58.82517;67.01932;9.39434;46283.05026;13.46815;-56.78031;;-0.5244;-56.51952;-54.64033;-87.15676;0.0;57.21747;1.38651;161.4586;95.3203;;-87.15722
2015;19.11.19;11:29:29.0;12958.88147;237.52126;5.22348;162.37983;-57.24203;1.38419;-87.1234;;;;;;46.834663;6.999601;12983.79551;5112.0;12.0;0.51;7.4;32.49893;2678.0;1106.06902;7.0;0.0;5299.60989;13570.44945;58.81535;67.01223;9.42548;46283.13247;13.45822;-56.71742;;-0.52461;-56.47652;-54.61916;-87.1338;0.0;57.25235;1.38419;160.95068;95.14858;;-87.1234
2016;19.11.19;11:29:30.0;12967.94201;239.55303;5.21898;162.14717;-57.25651;1.38694;-87.10375;;;;;;46.834694;6.999669;12992.89199;5112.0;12.0;0.51;7.4;33.05426;2678.0;1106.14835;7.0;0.0;5305.75836;13581.17023;58.81212;67.00388;9.09648;46283.19409;13.44634;-56.73172;;-0.52479;-56.49753;-54.54977;-87.1065;0.0;57.24441;1.38694;161.06817;95.18858;;-87.10375
2017;19.11.19;11:29:31.0;12976.57765;241.57498;5.20705;161.92574;-57.3033;1.39487;-87.07062;;;;;;46.83472;6.999738;13001.56191;5112.0;12.0;0.51;7.4;33.6096;2678.0;1106.22769;7.0;0.0;5311.75334;13591.51067;58.81479;66.99472;8.6702;46283.39978;13.43485;-56.77836;;-0.52494;-56.47963;-54.50302;-87.07159;0.0;57.21854;1.39487;161.44773;95.31769;;-87.07062
2018;19.11.19;11:29:32.0;12984.22746;243.53346;5.18571;161.72984;-57.24056;1.40279;-87.03566;;;;;;46.834739;6.999816;13009.24211;5112.0;12.0;0.51;7.4;33.93035;2678.0;1106.30702;7.0;0.0;5317.93528;13600.98177;58.82882;66.98354;7.6943;46283.17381;13.42898;-56.71546;;-0.52509;-56.46172;-54.50493;-87.03667;0.0;57.25344;1.40279;160.93863;95.14433;;-87.03566
2019;19.11.19;11:29:33.0;12990.26552;245.3063;5.15099;161.57538;-57.24018;1.41315;-87.01138;;;;;;46.834752;6.9999;13015.30417;5112.0;12.0;0.51;7.4;33.69583;2678.0;1106.38635;7.0;0.0;5324.13824;13608.98482;58.85051;66.9695;6.06206;46282.97829;13.42306;-56.71494;;-0.52524;-56.35282;-54.46118;-86.99719;0.0;57.25373;1.41315;160.93564;95.14344;;-87.01138
2020;19.11.19;11:29:34.0;12994.72056;247.0022;5.11111;161.46151;-57.34421;1.42788;-86.99347;;;;;;46.834761;6.999983;13019.77692;5112.0;12.0;0.51;7.4;33.4613;2678.0;1106.46569;7.0;0.0;5330.09293;13615.45877;58.87708;66.95353;4.49689;46283.27053;13.39976;-56.81881;;-0.52539;-56.26423;-54.35871;-86.94682;0.0;57.1961;1.42788;161.77929;95.42987;;-86.99347
2021;19.11.19;11:29:35.0;12998.67409;248.49127;5.05997;161.36049;-57.3578;1.4436;-86.95222;;;;;;46.834763;7.00008;13023.74619;5112.0;12.0;0.51;7.4;33.22678;2678.0;1106.54502;7.0;0.0;5336.54101;13621.61525;58.91564;66.93532;3.96926;46283.16294;13.3904;-56.83225;;-0.52555;-56.18456;-54.29331;-86.88868;0.0;57.18865;1.4436;161.88934;95.46697;;-86.95222
2022;19.11.19;11:29:36.0;13003.32734;249.72013;4.99631;161.24167;-57.35897;1.45956;-86.88698;;;;;;46.834763;7.000184;13028.41795;5112.0;12.0;0.51;7.4;32.99226;2678.0;1106.62436;7.0;0.0;5343.28791;13628.55245;58.95954;66.91697;4.66178;46283.02923;13.38309;-56.83327;;-0.5257;-56.49337;-54.15499;-86.82373;0.0;57.18808;1.45956;161.89883;95.47016;;-86.88698
2023;19.11.19;11:29:37.0;13008.7078;250.69463;4.92275;161.10439;-57.33893;1.47523;-86.81024;;;;;;46.83476;7.000288;13033.81982;5112.0;12.0;0.51;7.4;32.75774;2678.0;1106.70369;7.0;0.0;5349.8956;13636.11023;59.00613;66.90035;5.3981;46282.87538;13.37582;-56.81309;;-0.52584;-56.46682;-54.06776;-86.75242;0.0;57.19928;1.47523;161.73647;95.41526;;-86.81024
2024;19.11.19;11:29:38.0;13014.45714;251.40831;4.84161;160.95785;-57.30662;1.49061;-86.72922;;;;;;46.834756;7.000388;13039.59207;5112.0;12.0;0.51;7.4;32.52322;2678.0;1106.78302;7.0;0.0;5356.21539;13643.86138;59.05164;66.88583;5.77224;46282.90151;13.36855;-56.78064;;-0.52598;-56.53271;-53.95441;-86.67667;0.0;57.21728;1.49061;161.47443;95.32629;;-86.72922
2025;19.11.19;11:29:39.0;13020.03265;251.77504;4.75611;160.81589;-57.27431;1.50612;-86.6482;;;;;;46.834756;7.000464;13045.18978;5112.0;12.0;0.51;7.4;32.2887;2678.0;1106.86236;7.0;0.0;5361.11516;13650.98256;59.08345;66.87565;5.74537;46283.10056;13.35612;-56.74819;;-0.52612;-56.47109;-53.81369;-86.59954;0.0;57.23528;1.50612;161.21239;95.23732;;-86.6482
2026;19.11.19;11:29:40.0;13025.36941;252.00129;4.6695;160.68014;-57.242;1.52186;-86.56717;;;;;;46.834757;7.000528;13050.54782;5112.0;12.0;0.51;7.4;32.05417;2677.97301;1106.94169;7.0;0.0;5365.36446;13657.58462;59.10909;66.86803;5.4762;46283.2996;13.33873;-56.71574;;-0.52626;-56.52695;-53.6945;-86.52006;0.0;57.25328;1.52186;160.95034;95.14835;;-86.56717
2027;19.11.19;11:29:41.0;13030.79817;251.90898;4.58884;160.54217;-57.26266;1.53794;-86.48072;;;;;;46.834761;7.000591;13055.99822;5112.0;12.0;0.51;7.4;31.81965;2677.81425;1106.97923;7.0;0.0;5369.78865;13664.27227;59.13101;66.86056;5.44913;46283.1;13.33631;-56.73627;;-0.5264;-56.25044;-53.57532;-86.44059;0.0;57.24189;1.53794;161.11814;95.20569;;-86.48072
2028;19.11.19;11:29:42.0;13036.50465;251.64438;4.5114;160.3973;-57.15588;1.5548;-86.38917;;;;;;46.83477;7.00063;13061.72747;5112.0;12.0;0.51;7.4;31.58513;2677.65549;1106.90087;7.0;0.0;5372.80531;13670.7555;59.13786;66.85808;5.72924;46283.07442;13.32733;-56.62934;;-0.52654;-55.72362;-53.45613;-86.36113;0.0;57.30126;1.5548;160.25055;94.90829;;-86.38917
2029;19.11.19;11:29:43.0;13042.05856;251.173;4.4449;160.25644;-57.19831;1.57202;-86.32443;;;;;;46.834783;7.000642;13067.30355;5112.0;12.0;0.51;7.4;31.35061;2677.49673;1106.82251;7.0;0.0;5374.35193;13676.51864;59.13004;66.86103;5.57771;46282.91146;13.32174;-56.67163;;-0.52667;-55.25333;-53.33695;-86.28256;0.0;57.27777;1.57202;160.59551;95.02696;;-86.32443
2030;19.11.19;11:29:44.0;13047.0927;250.47257;4.39439;160.12886;-57.2302;1.58891;-86.27697;;;;;;46.834799;7.000648;13072.35779;5112.0;12.0;0.51;7.4;31.11609;2677.33796;1106.74414;7.0;0.0;5375.6588;13681.68575;59.11624;66.86426;5.05799;46282.76445;13.31675;-56.70339;;-0.52681;-54.89926;-53.24198;-86.20686;0.0;57.26014;1.58891;160.85456;95.11568;;-86.27697
2031;19.11.19;11:29:45.0;13051.98718;249.61832;4.36072;160.00492;-57.19447;1.60421;-86.20925;;;;;;46.834819;7.000653;13077.27182;5112.0;12.0;0.51;7.4;31.04034;2677.1792;1106.66578;7.0;0.0;5377.27044;13686.82855;59.09925;66.86623;4.91403;46282.56753;13.3092;-56.66753;;-0.52693;-54.59661;-53.13689;-86.13468;0.0;57.28005;1.60421;160.5642;95.01606;;-86.20925
2032;19.11.19;11:29:46.0;13057.13974;248.64022;4.34583;159.87457;-57.17083;1.61745;-86.14545;;;;;;46.83484;7.000663;13082.44497;5112.0;12.0;0.51;7.4;31.12022;2677.02044;1106.58741;7.0;0.0;5379.02362;13692.3213;59.08114;66.86753;5.16937;46282.31732;13.30165;-56.64377;;-0.52706;-54.63303;-53.03402;-86.06461;0.0;57.29325;1.61745;160.37212;94.95019;;-86.14545
2033;19.11.19;11:29:47.0;13062.2638;247.57146;4.35033;159.74504;-57.17709;1.62937;-86.09137;;;;;;46.834862;7.000684;13087.58951;5112.0;12.0;0.51;7.4;31.2001;2676.86168;1106.50905;7.0;0.0;5382.0649;13698.20026;59.07074;66.86474;5.14454;46282.13757;13.29447;-56.6499;;-0.52719;-54.61501;-52.92454;-85.99645;0.0;57.28984;1.62937;160.42305;94.96771;;-86.09137
2034;19.11.19;11:29:48.0;13066.87282;246.44434;4.37416;159.62864;-57.09085;1.63803;-86.00453;;;;;;46.834883;7.000726;13092.21696;5112.0;12.0;0.51;7.4;31.27997;2676.70292;1106.43069;7.0;0.0;5385.80284;13703.93586;59.0645;66.85786;4.63518;46282.23227;13.28771;-56.56353;;-0.52731;-54.38802;-52.82423;-85.93374;0.0;57.33787;1.63803;159.72054;94.7235;;-86.00453
2035;19.11.19;11:29:49.0;13071.48886;245.2854;4.41626;159.5122;-57.05028;1.64498;-85.91398;;;;;;46.834902;7.000776;13096.85148;5112.0;12.0;0.51;7.4;31.35985;2676.54416;1106.35232;7.0;0.0;5389.86036;13709.81374;59.06478;66.84967;4.63451;46282.3995;13.27579;-56.52284;;-0.52744;-54.36466;-52.77372;-85.87776;0.0;57.36048;1.64498;159.39058;94.60973;;-85.91398
2036;19.11.19;11:29:50.0;13076.7642;244.12388;4.47493;159.37924;-57.02647;1.65135;-85.86988;;;;;;46.834915;7.000843;13102.14793;5112.0;12.0;0.51;7.4;31.43973;2676.38539;1106.27396;7.0;0.0;5395.02181;13716.67571;59.07995;66.83891;5.28661;46282.36369;13.26239;-56.49891;;-0.52756;-54.73363;-52.69725;-85.82808;0.0;57.3738;1.65135;159.19647;94.542;;-85.86988
2037;19.11.19;11:29:51.0;13082.13681;242.98285;4.54826;159.24398;-56.93013;1.6585;-85.81617;;;;;;46.834922;7.000921;13107.54204;5112.0;12.0;0.51;7.4;31.51961;2676.22663;1106.1956;7.0;0.0;5400.52093;13723.81122;59.10426;66.82653;5.39411;46282.32728;13.24899;-56.40245;;-0.52769;-55.1026;-52.60206;-85.78002;0.0;57.4275;1.6585;158.41004;94.2653;;-85.81617
2038;19.11.19;11:29:52.0;13086.94195;241.88421;4.63349;159.12315;-56.82584;1.66678;-85.74924;;;;;;46.834926;7.001005;13112.36643;5112.0;12.0;0.51;7.4;31.59949;2676.06787;1106.11723;7.0;0.0;5406.18994;13730.46815;59.1349;66.8128;4.82458;46282.3;13.23559;-56.29803;;-0.52781;-55.62364;-52.50688;-85.73434;0.0;57.48571;1.66678;157.55697;93.96179;;-85.74924
2039;19.11.19;11:29:53.0;13091.4305;240.85357;4.72829;159.01038;-56.8778;1.67594;-85.73071;;;;;;46.834929;7.00109;13116.87297;5112.0;12.0;0.51;7.4;31.67937;2675.90911;1106.03887;7.0;0.0;5411.95372;13736.87659;59.16689;66.79814;4.50717;46282.3;13.22674;-56.34987;;-0.52793;-54.83825;-52.42224;-85.69026;0.0;57.45682;1.67594;157.98186;94.11268;;-85.73071
2040;19.11.19;11:29:54.0;13096.24884;239.90942;4.82973;158.88939;-56.92976;1.68642;-85.71217;;;;;;46.834935;7.001171;13121.71062;5112.0;12.0;0.51;7.4;31.75925;2675.75035;1106.12146;7.0;0.0;5417.5658;13743.51515;59.19449;66.78477;4.83765;46282.3;13.22229;-56.40171;;-0.52805;-55.62984;-52.45725;-85.64913;0.0;57.42792;1.68642;158.40675;94.26356;;-85.71217
2041;19.11.19;11:29:55.0;13101.62501;239.07252;4.93505;158.75447;-56.95967;1.69667;-85.68459;;;;;;46.834946;7.001238;13127.10835;5112.0;12.0;0.51;7.4;31.83912;2675.59159;1106.36244;7.0;0.0;5422.50548;13750.4577;59.21131;66.77438;5.38879;46282.20031;13.20803;-56.43149;;-0.52818;-55.60064;-52.50171;-85.60725;0.0;57.41132;1.69667;158.65135;94.35053;;-85.68459
2042;19.11.19;11:29:56.0;13107.91414;238.36111;5.0414;158.59679;-56.9386;1.70571;-85.63608;;;;;;46.834963;7.001297;13133.42271;5112.0;12.0;0.51;7.4;31.919;2675.43282;1106.60342;7.0;572.56263;5427.38926;13758.14377;59.21857;66.76648;6.31436;46282.02939;13.19902;-56.41026;;-0.52834;-55.54416;-52.5404;-85.56054;0.0;57.42315;1.70571;158.47925;94.28977;;-85.63608
2043;19.11.19;11:29:57.0;13114.24472;237.78913;5.14663;158.43826;-56.87653;1.71251;-85.56807;;;;;;46.834986;7.00134;13139.7787;5112.0;12.0;0.51;7.4;31.99888;2675.27406;1106.84441;7.0;1222.46347;5431.46181;13765.63067;59.21219;66.76095;6.33603;46282.26155;13.18415;-56.34804;;-0.52849;-55.33994;-52.4266;-85.51;0.0;57.45783;1.71251;157.97165;94.10942;;-85.56807
2044;19.11.19;11:29:58.0;13119.8558;237.37227;5.24828;158.29791;-56.78311;1.71651;-85.50835;;;;;;46.835016;7.001372;13145.41232;5112.0;12.0;0.51;7.4;32.07876;2675.1153;1107.08539;7.0;1872.3643;5435.30465;13772.3882;59.19571;66.75488;5.77518;46282.3;13.17506;-56.25449;;-0.52862;-54.67945;-52.22801;-85.45821;0.0;57.50999;1.71651;157.20707;93.83634;;-85.50835
2045;19.11.19;11:29:59.0;13125.24227;237.11194;5.34451;158.16331;-56.82973;1.71746;-85.50176;;;;;;46.835054;7.001405;13150.82043;5112.0;12.0;0.51;7.4;32.15864;2674.95654;1107.32637;7.0;2522.26513;5439.61027;13779.04456;59.17044;66.74743;5.52027;46282.2;13.16765;-56.30098;;-0.52875;-54.03446;-52.02942;-85.40643;0.0;57.48406;1.71746;157.58885;93.97321;;-85.50176
2046;19.11.19;11:30:00.0;13130.69264;237.01287;5.43424;158.02726;-56.79659;1.71512;-85.47169;;;;;;46.835101;7.001438;13156.2927;5112.0;12.0;0.51;7.4;32.23852;2674.79778;1107.56735;7.0;3172.16597;5444.44014;13785.92791;59.13653;66.73846;5.47139;46282.2411;13.15971;-56.26771;;-0.52888;-53.91589;-51.83082;-85.35841;0.0;57.50262;1.71512;157.31752;93.87611;;-85.47169
2047;19.11.19;11:30:01.0;13136.01131;237.07135;5.5166;157.89467;-56.59722;1.71008;-85.3842;;;;;;46.835155;7.001471;13161.63276;5112.0;12.0;0.51;7.4;32.3184;2674.63902;1107.80834;7.0;3822.0668;5449.67367;13792.90961;59.09591;66.72716;5.34005;46282.38474;13.14761;-56.06821;;-0.52901;-53.79732;-51.6327;-85.32428;0.0;57.61406;1.71008;155.68172;93.28283;;-85.3842
2048;19.11.19;11:30:02.0;13140.86858;237.27542;5.59132;157.77375;-56.48654;1.70382;-85.32479;;;;;;46.835211;7.001512;13166.50957;5112.0;12.0;0.51;7.4;32.39827;2674.48025;1108.04932;7.0;4471.96763;5455.51772;13799.70339;59.0572;66.71283;4.88364;46282.33042;13.14324;-55.9574;;-0.52914;-53.67875;-51.87263;-85.30946;0.0;57.67606;1.70382;154.77146;92.9476;;-85.32479
2049;19.11.19;11:30:03.0;13145.49707;237.60866;5.65871;157.65865;-56.43852;1.69795;-85.33044;;;;;;46.835266;7.001566;13171.15669;5112.0;12.0;0.51;7.4;32.47815;2674.32149;1108.2903;7.0;5121.86846;5462.26841;13806.71126;59.02373;66.69406;4.64112;46282.20756;13.13368;-55.90925;;-0.52927;-53.63148;-51.92197;-85.31066;0.0;57.70303;1.69795;154.37603;92.80061;;-85.33044
2050;19.11.19;11:30:04.0;13150.13539;238.04997;5.71951;157.5434;-56.43101;1.69311;-85.3498;;;;;;46.835317;7.001639;13175.81367;5112.0;12.0;0.51;7.4;32.55803;2674.16273;1108.53129;7.0;5771.7693;5469.92212;13813.97243;59.00269;66.67298;4.65208;46282.05031;13.134;-55.90161;;-0.5294;-54.59335;-51.92893;-85.32293;0.0;57.70732;1.69311;154.31404;92.77729;;-85.3498
2051;19.11.19;11:30:05.0;13154.67835;238.59145;5.77365;157.43059;-56.51755;1.68853;-85.40094;;;;;;46.83536;7.001718;13180.37493;5112.0;12.0;0.51;7.4;32.63791;2674.00397;1108.77227;7.0;6421.67013;5477.53786;13821.1672;58.99249;66.65159;4.62519;46282.06894;13.13149;-55.98804;;-0.52951;-55.27222;-52.0665;-85.33836;0.0;57.65893;1.68853;155.02638;93.04117;;-85.40094
2052;19.11.19;11:30:06.0;13159.14391;239.16749;5.82543;157.31976;-56.57381;1.68302;-85.43713;;;;;;46.835394;7.001809;13184.85849;5112.0;12.0;0.51;7.4;32.71779;2674.0;1108.99135;7.0;7071.57096;5485.4046;13828.30807;58.99578;66.62995;4.56759;46282.20758;13.12304;-56.04418;;-0.52963;-54.88326;-52.08677;-85.35736;0.0;57.6275;1.68302;155.48937;93.21245;;-85.43713
2053;19.11.19;11:30:07.0;13163.60948;239.77622;5.87463;157.20901;-56.5923;1.67498;-85.45466;;;;;;46.835417;7.001906;13189.34205;5112.0;12.0;0.51;7.4;32.79767;2674.0;1108.83405;7.0;7721.4718;5493.0675;13835.44894;59.01271;66.60831;4.51;46282.34693;13.11375;-56.06255;;-0.52975;-54.91588;-52.1345;-85.37277;0.0;57.61722;1.67498;155.64138;93.26822;;-85.45466
2054;19.11.19;11:30:08.0;13168.29296;240.4031;5.92241;157.09294;-56.53639;1.66694;-85.4694;;;;;;46.835428;7.002002;13194.0444;5112.0;12.0;0.51;7.4;32.87755;2674.0;1108.67676;7.0;8192.0;5499.91095;13842.54479;59.04032;66.58943;4.70235;46282.48629;13.10455;-56.00652;;-0.52987;-55.51954;-52.18222;-85.38818;0.0;57.64856;1.66694;155.18166;93.09919;;-85.4694
2055;19.11.19;11:30:09.0;13173.29505;241.023;5.97039;156.96907;-56.49009;1.65704;-85.48031;;;;;;46.835429;7.002095;13199.06667;5112.0;12.0;0.51;7.4;32.95742;2674.0;1108.51947;7.0;8192.0;5506.07316;13849.55678;59.07755;66.57472;5.01715;46282.57967;13.09047;-55.9601;;-0.52998;-55.11264;-52.27097;-85.39502;0.0;57.67455;1.65704;154.80072;92.95855;;-85.48031
2056;19.11.19;11:30:10.0;13178.32478;241.61614;6.02075;156.84467;-56.40804;1.64397;-85.44155;;;;;;46.835423;7.002168;13204.11668;5112.0;12.0;0.51;7.4;32.4429;2674.0;1108.36217;7.0;8192.0;5510.4797;13856.00282;59.11317;66.56573;5.05002;46282.46289;13.0829;-55.87794;;-0.5301;-54.9521;-52.22834;-85.38412;0.0;57.72059;1.64397;154.12476;92.70645;;-85.44155
2057;19.11.19;11:30:11.0;13183.52946;242.19667;6.07233;156.71616;-56.16266;1.63118;-85.36082;;;;;;46.835418;7.002229;13209.34238;5112.0;12.0;0.51;7.4;31.24996;2674.0;1108.20488;7.0;8192.0;5514.16564;13862.31984;59.14331;66.55981;5.06675;46282.32987;13.06883;-55.63242;;-0.53024;-54.96316;-52.16485;-85.36666;0.0;57.85836;1.63118;152.09983;91.94223;;-85.36082
2058;19.11.19;11:30:12.0;13188.92117;242.75342;6.12685;156.5832;-56.10871;1.62122;-85.33142;;;;;;46.835413;7.00229;13214.75586;5112.0;12.0;0.51;7.4;30.05702;2674.0;1108.04758;7.0;8192.0;5517.90708;13868.88111;59.17194;66.55351;5.20833;46282.19686;13.06058;-55.57834;;-0.53037;-55.20784;-52.09665;-85.3437;0.0;57.88877;1.62122;151.65372;91.77111;;-85.33142
2059;19.11.19;11:30:13.0;13194.31288;243.28743;6.18524;156.45036;-56.04362;1.61481;-85.29935;;;;;;46.835424;7.002351;13220.16935;5112.0;12.0;0.51;7.4;28.86408;2674.0;1107.89029;7.0;8192.0;5522.12123;13875.44238;59.18418;66.54722;5.34991;46282.06385;13.05656;-55.51311;;-0.53051;-55.18508;-52.01089;-85.31029;0.0;57.92547;1.61481;151.11529;91.56354;;-85.29935
2060;19.11.19;11:30:14.0;13200.41007;243.81278;6.24828;156.30034;-55.94829;1.61042;-85.26005;;;;;;46.835442;7.002401;13226.29117;5112.0;12.0;0.51;7.4;27.67115;2674.0;1107.73299;7.0;8192.0;5526.59783;13882.76984;59.18732;66.54099;6.10119;46282.0;13.04938;-55.41763;;-0.53066;-54.52956;-51.94674;-85.27585;0.0;57.97924;1.61042;150.32595;91.25692;;-85.26005
2061;19.11.19;11:30:15.0;13206.72045;244.33683;6.31307;156.14529;-55.93568;1.61025;-85.25735;;;;;;46.835472;7.002445;13232.62706;5112.0;12.0;0.51;7.4;26.47821;2674.0;1107.5757;7.0;8192.0;5531.37063;13890.50647;59.17654;66.53311;6.33589;46282.04395;13.02953;-55.40487;;-0.53081;-53.64497;-51.87467;-85.23994;0.0;57.98641;1.61025;150.22166;91.21693;;-85.25735
2062;19.11.19;11:30:16.0;13212.11306;244.87136;6.38076;156.0129;-56.01238;1.6113;-85.28073;;;;;;46.835517;7.002489;13238.04148;5112.0;12.0;0.51;7.4;25.28527;2674.0;1107.4184;7.0;8192.0;5537.3471;13897.81578;59.15258;66.51975;5.41988;46282.09874;13.01727;-55.48143;;-0.53095;-54.00708;-51.78768;-85.20721;0.0;57.94329;1.6113;150.85681;91.46398;;-85.28073
2063;19.11.19;11:30:17.0;13217.00309;245.42865;6.45097;155.89294;-55.95092;1.61128;-85.27921;;;;;;46.835568;7.002549;13242.9513;5112.0;12.0;0.51;7.4;24.09233;2674.0;1107.26111;7.0;8192.0;5543.89528;13904.96094;59.12531;66.50276;4.91082;46282.00824;13.01352;-55.41984;;-0.53108;-54.33511;-51.67324;-85.18322;0.0;57.97798;1.61128;150.34791;91.26624;;-85.27921
2064;19.11.19;11:30:18.0;13222.32274;246.0099;6.52269;155.76255;-55.99629;1.60859;-85.27099;;;;;;46.835621;7.002618;13248.29249;5112.0;12.0;0.51;7.4;22.8994;2674.0;1107.10381;7.0;8192.0;5551.17209;13912.76228;59.09953;66.48404;5.34119;46282.07848;13.00651;-55.46507;;-0.53122;-54.77193;-51.64576;-85.17097;0.0;57.9525;1.60859;150.72363;91.41243;;-85.27099
2065;19.11.19;11:30:19.0;13228.33366;246.63641;6.59355;155.61537;-55.88581;1.60286;-85.24533;;;;;;46.835674;7.002702;13254.32776;5112.0;12.0;0.51;7.4;21.70646;2674.0;1107.00899;7.0;8192.0;5559.70718;13921.67732;59.08126;66.46198;6.0349;46282.0;12.99536;-55.35446;;-0.53136;-54.94202;-51.64406;-85.16828;0.0;58.01482;1.60286;149.80852;91.05552;;-85.24533
2066;19.11.19;11:30:20.0;13234.32011;247.28059;6.66374;155.469;-55.79418;1.59509;-85.21345;;;;;;46.835719;7.002807;13260.33846;5112.0;12.0;0.51;7.4;20.51352;2674.0;1107.03542;7.0;8192.0;5568.94265;13930.85715;59.07721;66.43724;6.16055;46282.0;12.98562;-55.2627;;-0.53149;-54.96921;-51.67442;-85.17562;0.0;58.06658;1.59509;149.04884;90.75659;;-85.21345
