Station Position;Payerne_Start
Longitude (°);6.94368
Latitude (°);46.813018
Altitude (m);491.0

Software Version
Software; X-ASMS Brass V1.7.2
Config; SRS-C34-57, 14.08.2013

Barometric Parameter
Barometric Pressure (hPa);
Barometer Height (m);491.0

Surface Weather
Pressure (hPa);969.5
Temperature (°C);12.0
Humidity (%);66.3
Dewpoint (°C);5.91
Wind Velocity (m/s);1.1
Wind Direction (°);088
Clouds;
Ozone (nb);

Sounding;2017102412
Start Date;24.10.17
Start Time;11:06:06
Remark;

Sonde;SRS_C34
Serial Number;4677
Sonde Identifier;57
DTH;0.0

ECC Cells
Background Current Ib1 (uA);
Background Current Ib2 (uA);
Pump Performance (s/100ml);
Serial Number ECC;

IWV (mm);17.772

Pressure Level (hPa);1000.0
Altitude (m);232.22

Sounding Data
Rel. Time;Altitude (gpm);Wind Direction (°);Wind Velocity (m/s);Pressure (hPa);Temperature (°C);Humidity (%);Dewpoint (°C);Ozone (nbar);Ozone normalized (nbar);Pump Temperature (K);I ECC cells (uA);Level Flag;LAT (°);LON (°);Channel Temperature (°C)
1349;8902.58;344.71;31.57;326.05;-35.73;46.07;-43.28;;;;;0;46.640312;6.983947;-34.18
1350;8909.26;344.66;31.55;325.73;-35.85;45.96;-43.36;;;;;0;46.640058;6.984065;-34.22
1351;8916.04;344.59;31.53;325.42;-35.86;45.85;-43.44;;;;;0;46.639797;6.984188;-34.26
1352;8922.62;344.53;31.51;325.11;-35.87;45.72;-43.52;;;;;0;46.63953;6.984317;-34.35
1353;8929.01;344.46;31.5;324.81;-35.98;45.6;-43.6;;;;;0;46.639252;6.984442;-34.45
1354;8934.69;344.4;31.49;324.54;-36.08;45.49;-43.66;;;;;0;46.638973;6.984557;-34.51
1355;8940.47;344.33;31.5;324.27;-36.05;45.39;-43.71;;;;;0;46.638695;6.984663;-34.58
1356;8946.26;344.27;31.5;324.0;-36.02;45.33;-43.75;;;;;0;46.638418;6.984763;-34.58
1357;8951.94;344.21;31.51;323.74;-36.12;45.27;-43.8;;;;;0;46.638147;6.984863;-34.58
1358;8957.43;344.15;31.53;323.48;-36.21;45.29;-43.86;;;;;0;46.63788;6.984967;-34.63
1359;8963.21;344.09;31.54;323.21;-36.26;45.31;-43.93;;;;;0;46.637615;6.985077;-34.68
1360;8969.6;344.04;31.56;322.91;-36.32;45.42;-43.95;;;;;0;46.637347;6.985195;-34.71
1361;8976.28;343.98;31.58;322.6;-36.37;45.52;-43.98;;;;;0;46.637075;6.985315;-34.74
1362;8983.26;343.92;31.59;322.28;-36.42;45.72;-43.98;;;;;0;46.636798;6.985435;-34.87
1363;8990.14;343.86;31.6;321.96;-36.47;45.92;-43.99;;;;;0;46.636517;6.985555;-34.99
1364;8996.52;343.8;31.62;321.66;-36.51;46.22;-43.97;;;;;0;46.636228;6.985675;-35.01
1365;9001.61;343.73;31.63;321.43;-36.55;46.51;-43.94;;;;;0;46.635945;6.985785;-35.03
1366;9006.99;343.66;31.64;321.18;-36.58;46.88;-43.93;;;;;0;46.635665;6.985893;-35.04
1367;9012.88;343.58;31.65;320.9;-36.68;47.25;-43.92;;;;;0;46.635392;6.986005;-35.05
1368;9019.26;343.49;31.66;320.61;-36.78;47.68;-43.89;;;;;0;46.635127;6.986122;-35.05
1369;9025.44;343.39;31.67;320.32;-36.8;48.11;-43.86;;;;;0;46.634862;6.986245;-35.04
1370;9030.53;343.27;31.68;320.09;-36.81;48.56;-43.79;;;;;0;46.634597;6.986373;-35.09
1371;9035.12;343.15;31.7;319.87;-36.82;49.02;-43.71;;;;;0;46.63433;6.986502;-35.13
1372;9040.1;343.0;31.72;319.64;-36.84;49.47;-43.66;;;;;0;46.634062;6.986625;-35.22
1373;9045.79;342.85;31.74;319.38;-36.9;49.93;-43.61;;;;;0;46.633792;6.986743;-35.31
1374;9051.77;342.69;31.77;319.1;-36.96;50.35;-43.6;;;;;0;46.63352;6.986853;-35.33
1375;9058.45;342.51;31.81;318.8;-37.04;50.77;-43.59;;;;;0;46.633247;6.986957;-35.34
1377;9071.62;342.12;31.89;318.19;-37.18;51.48;-43.59;;;;;0;46.632687;6.987157;-35.5
1378;9078.7;341.91;31.93;317.86;-37.24;51.76;-43.6;;;;;0;46.63241;6.987267;-35.56
1379;9086.28;341.71;31.98;317.51;-37.29;52.03;-43.6;;;;;0;46.632133;6.987387;-35.63
1380;9093.76;341.51;32.03;317.17;-37.35;52.2;-43.64;;;;;0;46.631862;6.987517;-35.7
1381;9100.04;341.31;32.07;316.88;-37.45;52.38;-43.68;;;;;0;46.631597;6.987658;-35.77
1382;9104.93;341.13;32.12;316.66;-37.55;52.46;-43.74;;;;;0;46.631335;6.987808;-35.79
1383;9110.51;340.95;32.17;316.4;-37.6;52.54;-43.8;;;;;0;46.631067;6.987978;-35.82
1384;9116.0;340.79;32.21;316.15;-37.65;52.53;-43.84;;;;;0;46.630797;6.988152;-35.89
1385;9122.48;340.65;32.25;315.85;-37.69;52.52;-43.88;;;;;0;46.630517;6.988325;-35.96
1386;9128.66;340.52;32.29;315.57;-37.72;52.45;-43.95;;;;;0;46.630235;6.988487;-36.0
1387;9134.65;340.41;32.33;315.3;-37.81;52.38;-44.02;;;;;0;46.62995;6.98864;-36.05
1388;9140.33;340.31;32.36;315.04;-37.9;52.29;-44.08;;;;;0;46.629668;6.988782;-36.15
1389;9145.81;340.23;32.4;314.79;-37.9;52.19;-44.14;;;;;0;46.629393;6.988912;-36.25
1390;9151.1;340.16;32.43;314.54;-37.9;52.11;-44.18;;;;;0;46.629122;6.989038;-36.26
1391;9155.89;340.1;32.46;314.33;-37.96;52.02;-44.23;;;;;0;46.628855;6.989165;-36.27
1392;9160.67;340.06;32.5;314.11;-38.03;52.0;-44.27;;;;;0;46.62859;6.989293;-36.24
1393;9165.46;340.02;32.53;313.89;-38.05;51.98;-44.32;;;;;0;46.628322;6.989425;-36.22
1395;9176.33;339.98;32.59;313.39;-38.11;52.13;-44.35;;;;;0;46.627777;6.98971;-36.28
1396;9183.21;339.97;32.62;313.08;-38.16;52.35;-44.38;;;;;0;46.6275;6.989865;-36.39
1397;9190.19;339.97;32.64;312.76;-38.27;52.56;-44.42;;;;;0;46.627223;6.990028;-36.5
1398;9197.07;339.98;32.67;312.45;-38.37;52.94;-44.4;;;;;0;46.626947;6.990193;-36.6
1400;9209.04;340.01;32.7;311.91;-38.38;53.84;-44.33;;;;;0;46.626398;6.990508;-36.77
1401;9215.52;340.04;32.71;311.61;-38.44;54.38;-44.26;;;;;0;46.626118;6.99066;-36.83
1402;9222.6;340.07;32.71;311.29;-38.49;55.05;-44.2;;;;;0;46.625835;6.990812;-36.89
1403;9230.28;340.11;32.7;310.94;-38.54;55.72;-44.13;;;;;0;46.625548;6.990962;-36.95
1404;9238.06;340.16;32.69;310.59;-38.59;56.49;-44.07;;;;;0;46.625263;6.991112;-37.0
1405;9245.14;340.21;32.67;310.27;-38.66;57.25;-44.0;;;;;0;46.624983;6.991257;-37.05
1406;9251.72;340.26;32.65;309.97;-38.73;58.04;-43.93;;;;;0;46.624705;6.991393;-37.03
1407;9258.0;340.33;32.62;309.69;-38.78;58.84;-43.85;;;;;0;46.624428;6.991527;-37.01
1408;9264.48;340.39;32.59;309.4;-38.82;59.58;-43.79;;;;;0;46.62415;6.991658;-37.08
1409;9271.96;340.47;32.56;309.06;-38.89;60.32;-43.73;;;;;0;46.623873;6.991797;-37.14
1410;9279.64;340.54;32.52;308.71;-38.96;60.92;-43.72;;;;;0;46.623597;6.99194;-37.23
1411;9287.42;340.63;32.48;308.36;-39.06;61.53;-43.71;;;;;0;46.623323;6.992083;-37.33
1412;9295.3;340.72;32.45;308.01;-39.17;61.93;-43.74;;;;;0;46.623055;6.992225;-37.41
1413;9303.18;340.82;32.41;307.66;-39.24;62.33;-43.76;;;;;0;46.622782;6.992367;-37.5
1414;9310.75;340.93;32.38;307.32;-39.32;62.46;-43.82;;;;;0;46.622508;6.992512;-37.51
1415;9318.53;341.03;32.35;306.97;-39.41;62.59;-43.88;;;;;2;46.622237;6.992662;-37.52
1416;9327.01;341.14;32.33;306.59;-39.49;62.44;-43.98;;;;;0;46.621965;6.992817;-37.6
1417;9335.19;341.25;32.31;306.22;-39.57;62.28;-44.08;;;;;0;46.621697;6.992963;-37.69
1418;9343.76;341.36;32.3;305.84;-39.65;61.83;-44.2;;;;;0;46.621428;6.993107;-37.79
1419;9352.34;341.46;32.3;305.45;-39.68;61.39;-44.32;;;;;0;46.621157;6.993247;-37.89
1420;9359.72;341.56;32.3;305.12;-39.71;60.68;-44.46;;;;;0;46.620882;6.993383;-38.0
1421;9365.3;341.64;32.31;304.87;-39.73;59.98;-44.59;;;;;0;46.620602;6.993517;-38.11
1422;9370.29;341.71;32.33;304.65;-39.76;59.06;-44.78;;;;;0;46.620318;6.99364;-38.1
1423;9376.27;341.76;32.35;304.38;-39.84;58.15;-44.97;;;;;0;46.620037;6.993752;-38.08
1424;9383.15;341.8;32.37;304.08;-39.92;57.11;-45.21;;;;;0;46.619757;6.993852;-38.12
1425;9390.73;341.82;32.39;303.74;-39.98;56.06;-45.44;;;;;0;46.619482;6.993948;-38.15
1426;9397.71;341.84;32.42;303.43;-40.03;54.95;-45.68;;;;;0;46.61921;6.994048;-38.18
1427;9403.19;341.85;32.44;303.19;-40.09;53.84;-45.92;;;;;0;46.618942;6.99416;-38.2
1428;9408.18;341.85;32.46;302.97;-40.15;52.74;-46.15;;;;;0;46.618672;6.994285;-38.25
1429;9414.26;341.85;32.47;302.7;-40.18;51.64;-46.38;;;;;0;46.618397;6.994425;-38.31
1430;9421.24;341.86;32.48;302.39;-40.2;50.6;-46.63;;;;;0;46.618115;6.994572;-38.47
1431;9428.72;341.87;32.47;302.05;-40.31;49.57;-46.88;;;;;0;46.617832;6.994725;-38.64
1432;9436.1;341.89;32.45;301.73;-40.42;48.65;-47.08;;;;;0;46.617547;6.994882;-38.73
1433;9442.38;341.93;32.42;301.45;-40.37;47.73;-47.28;;;;;0;46.617262;6.995042;-38.82
1434;9447.77;341.98;32.38;301.21;-40.32;46.95;-47.45;;;;;0;46.616983;6.995205;-38.83
1435;9452.95;342.04;32.32;300.98;-40.43;46.17;-47.63;;;;;0;46.6167;6.995368;-38.83
1436;9458.64;342.12;32.25;300.73;-40.53;45.55;-47.82;;;;;0;46.616415;6.995527;-38.86
1437;9464.92;342.21;32.16;300.45;-40.57;44.94;-48.0;;;;;0;46.616127;6.995675;-38.89
1438;9475.2;342.35;32.01;300.0;-40.62;44.23;-48.19;;;;;10;46.615674;6.995876;-38.99
1439;9477.98;342.4;31.97;299.88;-40.63;44.03;-48.24;;;;;0;46.61555;6.995927;-39.02
1440;9484.26;342.49;31.86;299.6;-40.65;43.74;-48.37;;;;;0;46.61527;6.99603;-39.04
1441;9491.04;342.59;31.75;299.3;-40.78;43.45;-48.5;;;;;0;46.615002;6.996123;-39.06
1442;9497.62;342.68;31.63;299.01;-40.92;43.31;-48.62;;;;;0;46.614743;6.996213;-39.1
1443;9503.21;342.76;31.52;298.77;-40.97;43.17;-48.73;;;;;2;46.614487;6.99631;-39.14
1444;9508.39;342.83;31.41;298.54;-41.02;43.17;-48.77;;;;;0;46.614233;6.996415;-39.13
1445;9513.88;342.89;31.31;298.3;-41.05;43.17;-48.81;;;;;0;46.613977;6.99653;-39.13
1446;9520.66;342.95;31.22;298.0;-41.08;43.28;-48.8;;;;;0;46.613712;6.996655;-39.22
1447;9528.24;342.99;31.13;297.67;-41.09;43.4;-48.8;;;;;0;46.61344;6.99678;-39.3
1448;9536.31;343.03;31.05;297.32;-41.11;43.61;-48.76;;;;;0;46.61316;6.996903;-39.41
1449;9542.39;343.07;30.99;297.05;-41.09;43.83;-48.71;;;;;0;46.61288;6.997025;-39.52
1450;9546.78;343.12;30.93;296.86;-41.07;44.12;-48.69;;;;;0;46.612605;6.997147;-39.47
1451;9551.57;343.16;30.89;296.65;-41.17;44.41;-48.67;;;;;0;46.612335;6.997267;-39.42
1452;9557.85;343.21;30.86;296.37;-41.27;44.76;-48.67;;;;;0;46.612073;6.997392;-39.48
1453;9565.23;343.26;30.84;296.05;-41.31;45.11;-48.66;;;;;0;46.61182;6.997515;-39.55
1454;9573.5;343.31;30.83;295.69;-41.35;45.49;-48.66;;;;;0;46.611572;6.997642;-39.68
1455;9581.78;343.38;30.84;295.33;-41.47;45.87;-48.66;;;;;0;46.611325;6.99777;-39.81
1456;9589.76;343.44;30.86;294.98;-41.59;46.25;-48.68;;;;;0;46.611075;6.997897;-39.91
1457;9598.03;343.5;30.88;294.62;-41.67;46.64;-48.7;;;;;0;46.61082;6.998018;-40.0
1458;9605.61;343.56;30.92;294.29;-41.74;47.02;-48.69;;;;;0;46.610558;6.998128;-40.05
1459;9612.49;343.62;30.96;294.0;-41.81;47.39;-48.69;;;;;0;46.610287;6.998227;-40.11
1460;9618.27;343.66;31.01;293.74;-41.88;47.72;-48.63;;;;;0;46.610015;6.99832;-40.15
1461;9624.06;343.7;31.05;293.49;-41.82;48.06;-48.57;;;;;0;46.609745;6.998408;-40.19
1462;9629.74;343.72;31.1;293.25;-41.77;48.33;-48.53;;;;;0;46.609477;6.998505;-40.21
1463;9635.03;343.74;31.15;293.02;-41.84;48.59;-48.49;;;;;0;46.609205;6.99861;-40.24
1464;9639.61;343.74;31.19;292.82;-41.91;48.77;-48.5;;;;;0;46.608937;6.998722;-40.23
1465;9643.9;343.73;31.22;292.64;-41.93;48.95;-48.52;;;;;0;46.608658;6.998842;-40.22
1466;9648.39;343.72;31.25;292.44;-41.96;49.01;-48.55;;;;;0;46.608378;6.998965;-40.16
1467;9653.47;343.7;31.26;292.22;-42.04;49.07;-48.59;;;;;0;46.6081;6.999085;-40.09
1468;9659.85;343.69;31.27;291.95;-42.11;49.01;-48.66;;;;;0;46.607817;6.999202;-40.19
1469;9667.43;343.68;31.27;291.62;-42.16;48.94;-48.73;;;;;0;46.607537;6.999312;-40.29
1470;9675.41;343.68;31.25;291.28;-42.2;48.74;-48.87;;;;;0;46.607257;6.99942;-40.43
1471;9683.38;343.69;31.24;290.93;-42.38;48.54;-49.01;;;;;0;46.60698;6.999535;-40.57
1472;9691.36;343.72;31.21;290.59;-42.55;48.21;-49.15;;;;;0;46.606703;6.99965;-40.6
1473;9698.34;343.77;31.19;290.29;-42.56;47.87;-49.3;;;;;0;46.60643;6.99978;-40.64
1474;9704.42;343.83;31.16;290.03;-42.57;47.44;-49.43;;;;;0;46.606162;6.999922;-40.64
1475;9709.81;343.92;31.14;289.8;-42.66;47.0;-49.55;;;;;0;46.605905;7.000068;-40.64
1476;9714.89;344.02;31.12;289.58;-42.75;46.49;-49.7;;;;;0;46.605655;7.00021;-40.65
1477;9719.98;344.14;31.1;289.36;-42.78;45.98;-49.86;;;;;0;46.60541;7.00034;-40.65
1478;9724.46;344.26;31.09;289.17;-42.81;45.44;-50.01;;;;;0;46.605162;7.00046;-40.65
1479;9729.05;344.38;31.09;288.97;-42.88;44.91;-50.16;;;;;0;46.604912;7.00057;-40.65
1480;9734.33;344.49;31.09;288.74;-42.96;44.4;-50.31;;;;;0;46.604652;7.000663;-40.78
1481;9740.52;344.59;31.1;288.48;-42.99;43.89;-50.46;;;;;0;46.604385;7.000745;-40.92
1482;9747.5;344.68;31.11;288.18;-43.01;43.46;-50.58;;;;;0;46.604107;7.000823;-41.05
1483;9754.77;344.74;31.13;287.87;-43.06;43.03;-50.7;;;;;0;46.60382;7.000903;-41.18
1484;9762.25;344.77;31.15;287.55;-43.11;42.71;-50.81;;;;;0;46.603532;7.000992;-41.25
1485;9769.33;344.76;31.17;287.25;-43.16;42.39;-50.92;;;;;0;46.603247;7.001088;-41.32
1486;9775.01;344.73;31.2;287.0;-43.21;42.21;-51.01;;;;;0;46.602963;7.001192;-41.37
1487;9780.3;344.66;31.22;286.78;-43.26;42.03;-51.09;;;;;0;46.602682;7.001293;-41.42
1488;9785.98;344.57;31.25;286.54;-43.31;42.0;-51.13;;;;;0;46.602402;7.001395;-41.47
1489;9792.16;344.44;31.27;286.27;-43.34;41.97;-51.18;;;;;0;46.602125;7.001495;-41.52
1490;9798.54;344.3;31.29;286.0;-43.38;42.08;-51.2;;;;;0;46.601853;7.001592;-41.59
1491;9804.23;344.13;31.31;285.76;-43.42;42.2;-51.21;;;;;0;46.601592;7.001685;-41.65
1492;9809.71;343.96;31.33;285.53;-43.47;42.43;-51.22;;;;;0;46.601335;7.001783;-41.71
1493;9815.39;343.78;31.34;285.29;-43.55;42.66;-51.23;;;;;0;46.601082;7.001888;-41.77
1494;9820.88;343.6;31.35;285.05;-43.63;42.97;-51.26;;;;;0;46.600828;7.00201;-41.82
1495;9826.06;343.42;31.35;284.83;-43.74;43.29;-51.28;;;;;0;46.60057;7.002145;-41.88
1496;9831.75;343.25;31.35;284.59;-43.85;43.66;-51.26;;;;;0;46.600305;7.002288;-41.94
1497;9838.03;343.1;31.35;284.33;-43.86;44.02;-51.25;;;;;0;46.600028;7.00244;-41.99
1498;9844.71;342.96;31.35;284.04;-43.86;44.4;-51.2;;;;;0;46.599743;7.002587;-42.04
1499;9851.59;342.82;31.34;283.75;-43.92;44.77;-51.16;;;;;0;46.599452;7.002728;-42.09
1500;9857.87;342.71;31.34;283.49;-43.99;45.12;-51.11;;;;;0;46.59916;7.002862;-42.13
1501;9863.05;342.6;31.33;283.27;-43.97;45.47;-51.07;;;;;0;46.59887;7.002985;-42.16
1502;9867.44;342.52;31.33;283.08;-43.96;45.77;-51.03;;;;;0;46.598587;7.003102;-42.15
1503;9871.63;342.44;31.34;282.91;-44.02;46.06;-51.0;;;;;0;46.598315;7.003213;-42.14
1504;9876.61;342.38;31.35;282.7;-44.08;46.27;-51.04;;;;;0;46.59806;7.003323;-42.22
1505;9882.89;342.33;31.37;282.43;-44.18;46.48;-51.07;;;;;0;46.597805;7.003433;-42.31
1506;9889.77;342.3;31.4;282.14;-44.29;46.6;-51.13;;;;;0;46.597567;7.00354;-42.4
1507;9896.85;342.28;31.43;281.84;-44.35;46.71;-51.18;;;;;0;46.597328;7.003648;-42.5
1508;9904.23;342.28;31.47;281.53;-44.41;46.72;-51.23;;;;;0;46.597085;7.003758;-42.57
1509;9912.01;342.29;31.51;281.21;-44.44;46.73;-51.27;;;;;0;46.596838;7.003877;-42.65
1510;9919.18;342.31;31.55;280.91;-44.48;46.63;-51.36;;;;;0;46.596582;7.004002;-42.74
1511;9925.37;342.36;31.59;280.65;-44.59;46.53;-51.44;;;;;0;46.596315;7.004138;-42.83
1512;9930.25;342.42;31.63;280.44;-44.69;46.32;-51.56;;;;;0;46.596042;7.004287;-42.84
1513;9935.93;342.5;31.66;280.2;-44.76;46.12;-51.68;;;;;0;46.595752;7.00445;-42.86
1514;9941.42;342.59;31.68;279.97;-44.82;45.83;-51.77;;;;;0;46.595452;7.00461;-42.84
1515;9946.7;342.7;31.69;279.75;-44.83;45.54;-51.86;;;;;0;46.59515;7.004762;-42.81
1516;9951.29;342.81;31.7;279.56;-44.84;45.18;-51.95;;;;;0;46.594848;7.004903;-42.74
1517;9955.67;342.94;31.69;279.38;-44.88;44.82;-52.04;;;;;0;46.59455;7.005035;-42.66
1518;9960.96;343.08;31.67;279.16;-44.92;44.42;-52.17;;;;;0;46.594262;7.005155;-42.79
1519;9966.94;343.21;31.64;278.91;-44.98;44.03;-52.29;;;;;0;46.593985;7.005267;-42.93
1520;9973.52;343.35;31.61;278.63;-45.05;43.63;-52.42;;;;;0;46.59372;7.005375;-43.09
1521;9980.8;343.49;31.57;278.33;-45.09;43.22;-52.54;;;;;0;46.593462;7.005478;-43.24
1522;9988.48;343.62;31.54;278.01;-45.12;42.85;-52.69;;;;;0;46.593203;7.005575;-43.34
1523;9996.55;343.74;31.51;277.67;-45.25;42.47;-52.84;;;;;0;46.592947;7.005668;-43.44
1524;10004.53;343.85;31.48;277.34;-45.37;42.15;-52.98;;;;;0;46.59269;7.00576;-43.53
1525;10011.7;343.95;31.46;277.04;-45.41;41.83;-53.12;;;;;0;46.592433;7.005855;-43.63
1526;10018.78;344.03;31.44;276.75;-45.44;41.58;-53.21;;;;;0;46.592175;7.005957;-43.69
1527;10025.56;344.1;31.43;276.47;-45.48;41.33;-53.29;;;;;0;46.591917;7.006072;-43.75
1528;10031.84;344.16;31.43;276.21;-45.52;41.17;-53.37;;;;;0;46.59165;7.006197;-43.79
1529;10037.53;344.19;31.44;275.97;-45.58;41.01;-53.45;;;;;0;46.591377;7.006328;-43.83
1530;10043.11;344.21;31.45;275.74;-45.65;40.94;-53.53;;;;;0;46.591093;7.006463;-43.92
1531;10048.19;344.21;31.46;275.53;-45.71;40.86;-53.6;;;;;0;46.590807;7.006593;-44.01
1532;10052.88;344.2;31.48;275.33;-45.76;40.86;-53.66;;;;;0;46.590522;7.006712;-44.0
1533;10058.26;344.17;31.5;275.11;-45.85;40.85;-53.73;;;;;0;46.590238;7.006818;-43.99
1534;10064.74;344.13;31.53;274.84;-45.94;40.91;-53.79;;;;;0;46.589958;7.00691;-44.09
1535;10071.92;344.07;31.55;274.55;-46.0;40.96;-53.85;;;;;0;46.589683;7.006993;-44.19
1536;10079.6;344.02;31.58;274.23;-46.05;41.04;-53.87;;;;;0;46.589407;7.007073;-44.25
1537;10086.98;343.96;31.6;273.93;-46.08;41.13;-53.89;;;;;0;46.58913;7.00716;-44.31
1538;10093.56;343.9;31.63;273.66;-46.11;41.22;-53.9;;;;;0;46.588853;7.007255;-44.36
1539;10099.54;343.85;31.66;273.41;-46.16;41.32;-53.92;;;;;0;46.588578;7.007362;-44.41
1540;10104.72;343.82;31.68;273.2;-46.21;41.4;-53.96;;;;;0;46.588307;7.00748;-44.42
1541;10110.8;343.8;31.71;272.95;-46.29;41.49;-54.0;;;;;0;46.58804;7.007607;-44.44
1542;10117.78;343.79;31.74;272.66;-46.36;41.55;-54.07;;;;;0;46.587782;7.007748;-44.53
1543;10125.66;343.81;31.77;272.34;-46.46;41.62;-54.14;;;;;0;46.587528;7.007898;-44.62
1544;10133.53;343.84;31.8;272.01;-46.56;41.66;-54.19;;;;;0;46.587278;7.008052;-44.7
1545;10141.01;343.88;31.82;271.71;-46.58;41.7;-54.23;;;;;0;46.58702;7.008212;-44.79
1546;10147.49;343.94;31.85;271.44;-46.6;41.71;-54.26;;;;;0;46.586753;7.008365;-44.76
1547;10153.07;343.99;31.86;271.21;-46.65;41.73;-54.29;;;;;0;46.586478;7.008507;-44.73
1548;10158.66;344.05;31.87;270.98;-46.7;41.72;-54.36;;;;;0;46.586192;7.00863;-44.8
1549;10165.24;344.1;31.88;270.72;-46.79;41.72;-54.42;;;;;0;46.585895;7.008733;-44.87
1550;10172.61;344.13;31.88;270.41;-46.88;41.7;-54.49;;;;;0;46.585592;7.008817;-44.99
1551;10180.89;344.15;31.88;270.08;-46.92;41.69;-54.55;;;;;0;46.585288;7.008888;-45.1
1552;10189.46;344.14;31.87;269.73;-46.96;41.67;-54.58;;;;;0;46.584985;7.008955;-45.18
1553;10198.03;344.11;31.86;269.38;-46.98;41.65;-54.62;;;;;0;46.58469;7.00903;-45.26
1554;10205.91;344.05;31.85;269.06;-47.01;41.62;-54.66;;;;;0;46.584403;7.009112;-45.31
1555;10212.89;343.97;31.84;268.77;-47.06;41.6;-54.7;;;;;0;46.584125;7.009208;-45.36
1556;10220.17;343.87;31.84;268.48;-47.1;41.57;-54.78;;;;;0;46.58386;7.009312;-45.45
1557;10228.14;343.75;31.85;268.16;-47.22;41.55;-54.86;;;;;0;46.583605;7.009423;-45.53
1558;10236.02;343.62;31.86;267.84;-47.34;41.52;-54.94;;;;;0;46.58336;7.009542;-45.57
1559;10243.29;343.48;31.87;267.54;-47.38;41.49;-55.02;;;;;0;46.583117;7.009668;-45.61
1560;10249.37;343.34;31.9;267.3;-47.43;41.45;-55.07;;;;;0;46.582872;7.009803;-45.55
1561;10254.76;343.21;31.94;267.08;-47.47;41.42;-55.11;;;;;0;46.582618;7.00995;-45.49
1562;10260.34;343.09;31.98;266.85;-47.5;41.37;-55.16;;;;;0;46.582355;7.010102;-45.6
1563;10266.62;342.98;32.03;266.6;-47.55;41.33;-55.2;;;;;0;46.582075;7.010251;-45.71
1564;10273.0;342.88;32.09;266.34;-47.59;41.27;-55.26;;;;;0;46.581782;7.0104;-45.77
1565;10279.08;342.8;32.15;266.1;-47.64;41.22;-55.32;;;;;0;46.581482;7.010537;-45.82
1566;10284.27;342.75;32.22;265.89;-47.69;41.15;-55.38;;;;;0;46.58118;7.010658;-45.8
1567;10289.55;342.71;32.29;265.67;-47.75;41.09;-55.44;;;;;0;46.58088;7.010768;-45.77
1568;10295.23;342.69;32.36;265.45;-47.81;41.01;-55.47;;;;;0;46.580593;7.010873;-45.85
1569;10301.41;342.7;32.44;265.2;-47.79;40.94;-55.51;;;;;0;46.580317;7.010972;-45.93
1570;10307.59;342.72;32.53;264.95;-47.77;40.86;-55.54;;;;;0;46.580047;7.011075;-45.94
1571;10313.38;342.77;32.62;264.72;-47.82;40.79;-55.57;;;;;0;46.579782;7.011188;-45.96
1572;10318.56;342.83;32.71;264.51;-47.88;40.71;-55.68;;;;;0;46.579523;7.011315;-46.09
1573;10324.24;342.91;32.81;264.28;-48.02;40.63;-55.79;;;;;0;46.579262;7.011458;-46.23
1574;10330.42;343.01;32.91;264.03;-48.17;40.56;-55.88;;;;;0;46.578995;7.011612;-46.24
1575;10335.61;343.12;33.02;263.83;-48.19;40.49;-55.97;;;;;0;46.578717;7.011772;-46.24
1576;10340.39;343.24;33.13;263.63;-48.2;40.42;-56.0;;;;;0;46.578435;7.01193;-46.26
1577;10346.47;343.37;33.24;263.39;-48.22;40.36;-56.03;;;;;0;46.578145;7.012085;-46.27
1578;10352.55;343.51;33.35;263.15;-48.24;40.3;-56.07;;;;;0;46.577858;7.012223;-46.35
1579;10358.93;343.66;33.46;262.89;-48.3;40.25;-56.12;;;;;0;46.577572;7.012347;-46.43
1580;10366.31;343.8;33.56;262.6;-48.36;40.21;-56.19;;;;;0;46.57728;7.012453;-46.47
1581;10374.08;343.93;33.65;262.29;-48.44;40.16;-56.27;;;;;0;46.576987;7.012548;-46.5
1582;10381.66;344.06;33.73;261.99;-48.53;40.13;-56.34;;;;;0;46.576693;7.012638;-46.55
1583;10389.54;344.18;33.8;261.67;-48.59;40.1;-56.42;;;;;0;46.576395;7.01273;-46.6
1584;10397.91;344.29;33.86;261.34;-48.64;40.08;-56.46;;;;;0;46.576093;7.012828;-46.73
1585;10406.88;344.39;33.89;260.98;-48.67;40.06;-56.5;;;;;0;46.575785;7.012945;-46.86
1586;10414.46;344.47;33.91;260.68;-48.7;40.04;-56.54;;;;;0;46.575478;7.013072;-46.84
1587;10420.44;344.55;33.92;260.44;-48.75;40.03;-56.58;;;;;0;46.575168;7.013207;-46.83
1588;10425.42;344.61;33.9;260.25;-48.8;40.03;-56.6;;;;;0;46.574858;7.013342;-46.8
1589;10430.61;344.67;33.88;260.04;-48.79;40.03;-56.62;;;;;0;46.574543;7.013472;-46.77
1590;10435.49;344.73;33.84;259.85;-48.78;40.03;-56.62;;;;;0;46.574235;7.013592;-46.7
1591;10440.47;344.79;33.79;259.65;-48.79;40.03;-56.62;;;;;0;46.57393;7.013708;-46.63
1592;10444.76;344.84;33.73;259.48;-48.81;40.04;-56.61;;;;;0;46.573635;7.01382;-46.71
1593;10448.85;344.9;33.67;259.32;-48.77;40.05;-56.6;;;;;0;46.57335;7.013928;-46.79
1594;10453.73;344.97;33.6;259.13;-48.74;40.05;-56.64;;;;;0;46.573073;7.014043;-46.85
1595;10459.12;345.03;33.53;258.92;-48.86;40.06;-56.68;;;;;0;46.5728;7.014162;-46.91
